ID,IsPeaceful,Title,Context,OptA_Text,OptA_Result_Txt,OptA_Result_Data,NextID_A,Condition_A,OptB_Text,OptB_Result_Txt,OptB_Result_Data,NextID_B,Condition_B,Effect_Type
6010,0,使者的前奏,这地狱般的日子必须结束。要么死，要么变。你想到了那个还在城外叫嚣的匈奴使者。他看起来真的很肥硕。如果你能把他骗进来……那不仅仅是一次战术欺诈，那是一次狩猎。在这个食物链里，你不再是猎物。你是猎手。即便你只有牙齿。,策划诈降：布局,获得计谋,ADD_RES:belief:5,7000,,继续死扛：等待饿死,死亡倒计时,DAMAGE:100,-1,,GAME_OVER
6011,1,最后的尊严,就在你准备为了生存放弃一切底线的时候，你在角落里发现了一面汉旗。它已经破烂不堪，沾满灰尘。但上面的红色依然刺眼。这是你们在这里的唯一理由。如果吃了它能活命，你会吃吗？不。有些东西是不能消化的。有些东西是用来包裹尸体的。,重新升起汉旗：表明心迹,视死如归,ADD_RES:belief:30,7000,,把它当作裹尸布：准备后事,寻求安宁,SUB_RES:belief:10,7000,,
7000,1,剧本的开端,你决定撒一个弥天大谎。你让人在城头上喊话：‘我们要投降。’声音要虚弱，要颤抖，要像一个快死的懦夫。这不需要演技，因为你们真的快死了。匈奴的大帐里传来了欢呼声。他们以为这是又一次常规的胜利。你的嘴角抽动了一下——那是爬虫脑在抑制即将到来的捕猎兴奋。,大开城门：请君入瓮,战术伏击,ADD_RES:belief:5,7001,,半开城门：欲拒还迎,降低疑虑,ADD_RES:belief:2,7001,,
7001,1,最后的打扫,为了迎接‘贵客’，你得把那些煮了一半的皮带藏起来。把地上的死尸拖到阴影里。还要选几个看起来还有力气的士兵站在两旁充当仪仗队。这像是一场荒诞的舞台剧。你是导演，也是屠夫。你的胃在翻腾，它知道即将发生什么，它在提前分泌胃酸。,布置刀斧手：藏在暗处,准备就绪,ADD_RES:armor:5,7002,,亲自佩剑：我来动手,杀意已决,ADD_RES:belief:10,7002,,
7002,1,行走的卡路里,使者进城了。他骑着高头大马，穿着丝绸，身上散发着羊奶和香料的味道。在这一群骷髅般的汉军中间，他就像是一个会发光的巨大肉球。它是热量，是油脂，是活下去的希望。他傲慢地宣读单于的诏书，但他没注意到周围士兵看他的眼神——那不是看贵族的眼神，是看猎物的眼神。,忍耐：听他念完,获得情报,ADD_RES:belief:5,7003,,打断：我已经等不及了,跳过剧情,ADD_RES:belief:0,7003,,
7003,0,外交豁免的终结,‘……封为王，妻以……’他的话还没说完，你的剑已经出鞘。剑锋切入脂肪的手感有些滞涩，然后是喷涌而出的鲜血。使者的表情凝固在傲慢与惊恐之间。这不是战争，这是谋杀。但随着这一剑挥出，所有的道德枷锁都断了。你感到前所未有的自由。,斩首：干脆利落,恶名昭著,ADD_RES:belief:30,7004,,虐杀：释放压抑的愤怒,士气狂热,ADD_RES:belief:10,7004,,
7004,1,城头的烧烤,火生起来了。这次烤的不是皮带。肉香——真正的新鲜肉香——弥漫在疏勒城的上空，也飘到了城外。城下的匈奴人惊呆了。他们看着城头那不可思议的一幕：汉军在从容地烧烤他们的使者。这已经超出了他们的理解范围。在他们眼里，你们不再是人，是妖魔。,分而食之：名为生存的仪式,饱餐一顿,ADD_RES:grain:100|ADD_RES:belief:50,7005,,拒绝食用：只为震慑,近乎神性,ADD_RES:belief:50,7005,,
7005,0,愤怒的黑潮,反应过来的匈奴人疯了。他们不再为了战术而战，而是为了复仇。两万骑兵像黑色的海啸一样撞向城墙。没有试探，没有保留。每一支箭都带着诅咒。城墙在颤抖，就像你在暴风雨中的胃一样。,利用使者尸体：挂在城头,扰乱敌心,SUB_RES:belief:5,7006,,死守城门：血肉磨坊,殊死搏斗,SUB_RES:belief:10|SUB_RES:grain:10,7006,,
7006,1,饱腹的代价,这顿饭吃下去了。这是禁忌的能量。你的四肢重新充满了力量，视力恢复了清晰。但你的脑子里开始有杂音。你觉得那个使者还没死，他在你的胃里诅咒你。每打一个嗝，都带着罪恶的味道。但这罪恶让你活了下来。,无视杂音：我是唯物主义者,攻击提升,ADD_RES:belief:5,7007,,忏悔：为了大义,心灵平静,SUB_RES:belief:10,7007,,
7007,0,连夜攻城,匈奴人不肯休息。火把将黑夜照得如同白昼。他们在挖墙脚，在架云梯。这是一场耐力赛。但现在，你们肚子里有食，手里有刀。那种名为‘饥饿’的恐惧消失了，取而代之的是一种名为‘疯魔’的亢奋。来吧，多来几个，我们的存粮还不够。,轮番休息：科学防守,消耗物资,SUB_RES:grain:5,7008,,全员上阵：杀个痛快,消耗兵力,SUB_RES:belief:5|ADD_RES:grain:20,7008,,
7008,1,妖魔的传言,几天后，进攻放缓了。抓到的俘虏说，匈奴军中在流传一个谣言：汉军是食尸鬼转世，杀不死，还会吃人。恐惧是会传染的。以前他们看你们是待宰的羊，现在他们看你们像是在看黑暗中的怪物。你成功把自己变成了他们的噩梦。,散布谣言：加剧恐惧,敌军士气降,ADD_RES:belief:5,7009,,保持神秘：无声的压迫,威压提升,ADD_RES:belief:10,7009,,
7009,1,雨中的血水,一场稀疏的雨落了下来。雨水冲刷着城头的血迹和……那些残渣。你站在雨中，张开嘴接了一点水。混合着铁锈味和焦炭味。你低头看着自己的手，指甲缝里还有黑红色的污垢。你突然想笑。你不仅活下来了，还把两万大军吓得裹足不前。,狂笑：宣泄,士气高涨,ADD_RES:belief:20,7010,,静默：如同雕像,威望提升,ADD_RES:belief:5,7010,,
7010,0,反击的时刻,匈奴人的攻势疲软了。他们累了，怕了。而你们刚刚‘进食’完毕，精力充沛。这是一个反直觉的时刻。兵法说：穷寇莫追。但你的直觉说：咬住他们的喉咙。趁他们换班，出去咬一口。,夜间劫营：获取补给,抢夺物资,ADD_RES:grain:30|SUB_RES:belief:10,7011,belief>50,坚守不出：消化战果,恢复体力,ADD_RES:belief:5,7011,,
7011,1,范羌的身影,就在这最疯狂的时刻，南方的地平线上出现了一个黑点。不是匈奴人。那是一面破旧的汉旗。范羌。那个在几个月前冒死突围求援的部下。他回来了？在这大雪封山、必死无疑的时候，他真的带着援军回来了？你揉了揉眼睛，不敢相信这是现实，还是一次临死前的幻觉。,确认旗号：真是援军！,绝处逢生,ADD_RES:belief:100,8000,,怀疑是陷阱：匈奴的诡计,保持警惕,SUB_RES:belief:0,8000,,
8000,1,鬼魂的拥抱,城门打开了。范羌冲了进来，但他愣住了。他看着你，和身后那几十个衣衫褴褛、眼冒绿光的生物。他认不出这些是人。他跪在地上痛哭，那声音撕心裂肺。你感到麻木。你的泪腺早就干了。你只是盯着他腰间的干粮袋，脑海里只有一个念头：那是碳水化合物。,拥抱他：兄弟，你来了,重逢感动,ADD_RES:belief:50,8001,,抢过干粮：先吃再说,饥饿本能,ADD_RES:grain:20|SUB_RES:belief:5,8001,,
8001,1,两千人的现实,范羌带来了两千援军。听起来很多，但在两万匈奴骑兵面前，这只是一块稍微大一点的肉。这不仅是救援，更是自杀式接应。他告诉你，我们要立刻突围。没有任何休息时间。疏勒城这个棺材，你们刚爬出来，就得马上跑，否则会被再次钉死。,立刻整备：准备突围,兵力混编,ADD_RES:belief:50,8002,,询问朝廷：为何才来？,获得情报,ADD_RES:belief:0,8002,,
8002,1,焚城的火焰,要走了。这座城埋葬了太多东西。你们吃剩的骨头，煮烂的铠甲，还有那面破旗。不能留给匈奴人。你举着火把，看着那些熟悉的废墟。火光中，你仿佛看到了那些死去的战友在向你挥手。烧了吧。把罪恶和荣耀一起烧成灰。,烧毁疏勒：焦土政策,阻碍敌军,ADD_RES:belief:20,8003,,保留空城：留个念想,敌军进驻,ADD_RES:belief:0,8003,,
8003,0,行走的尸骸,队伍开始移动。但你的部下——那几十个幸存者，他们走不动。他们太虚弱了，每走一步都是在燃烧生命。援军的士兵看着他们，像是在看易碎的瓷器。有人提议丢下重伤员，否则全军都会被拖累。这是一个理性的建议。太理性了，让你想吐。,全员带走：一个都不能少,生死与共,ADD_RES:belief:100,8004,belief>10,挑选能走的：放弃重伤员,保存实力,SUB_RES:belief:10,8004,,
8004,1,再适应综合症,援军分发了肉汤。真正的食物。但你的胃已经不认识它们了。吞咽下去的瞬间，剧痛袭来。有人开始剧烈呕吐，有人抽搐。这是一种讽刺：饿死很痛苦，撑死也很痛苦。你需要控制他们的进食量，像喂婴儿一样喂这些杀人机器。,限量进食：循序渐进,状态回升,ADD_RES:belief:5,8005,,放任暴食：补偿心理,发生暴毙,SUB_RES:belief:5,8005,,
8005,0,第一波追兵,匈奴人反应过来了。疏勒城的火光激怒了他们。骑兵的马蹄声在后方响起，像滚雷一样逼近。现在不再是守城战了，是遭遇战。在平原上，两条腿跑不过四条腿。你需要有人断后。你需要用鲜血去换取时间。,利用地形：且战且退,摆脱追兵,SUB_RES:grain:10,8006,,正面阻击：硬碰硬,夺取马匹,SUB_RES:belief:20|ADD_RES:grain:5,8006,,
8006,1,这该死的甲胄,范羌带来了新的装备。崭新的汉军制式铠甲。光亮、坚固、沉重。你的士兵摸着它们，却不想穿。他们看着这些甲胄，眼神里不是对防御的渴望，而是条件反射式的食欲。‘校尉，这铁片……煮不烂啊。’这是一种只有你们才懂的黑色幽默。,强制换装：穿上它,防御提升,ADD_RES:armor:20|SUB_RES:belief:5,8007,,轻装简行：只带武器,速度提升,SUB_RES:belief:10,8007,,
8007,1,沉重的战利品,有的士兵手里还死死攥着从匈奴使者那里抢来的金刀，或者是那块没舍得吃的干肉。这些东西在逃亡路上是累赘。每一两重量都可能意味着掉队。你必须让他们学会舍弃。在这个世界上，你拥有的东西最终会反过来拥有你。,丢弃杂物：轻装上阵,速度提升,SUB_RES:belief:5,8008,,允许保留：精神寄托,体力消耗,ADD_RES:belief:5|SUB_RES:grain:20,8008,,
8008,0,夜宿荒野,没有了城墙，荒野的风直接刮在骨头上。这里没有安全感。几千人挤在一起取暖。你睡不着。你习惯了听城墙外的动静，现在四面八方都是空旷的黑暗。每一个草丛的晃动都像是一个匈奴人。你的PTSD（创伤后应激障碍）在夜里发作了。,设立双倍岗哨：安全第一,消耗精力,SUB_RES:grain:10,8009,,正常休息：赌一把,遭遇夜袭,SUB_RES:belief:5,8009,,
8009,1,天山的阴影,前方就是天山。那巨大的白色山脉挡住了去路。它是回家的路，也是鬼门关。范羌指着那个山口说：‘翻过去就是伊吾，就是大汉。’但看着那积雪，你的膝盖在隐隐作痛。你知道在那种高度，寒冷比匈奴人更会杀人。,检查冬衣：物资盘点,发现不足,ADD_RES:belief:0,8010,,激励士气：望山跑死马,提升信念,ADD_RES:belief:10,8010,,
8010,0,咬住尾巴,匈奴人的先锋部队——那些也是疯子——咬住了你们的尾巴。他们不睡觉吗？他们也是血肉做的吗？这次他们出动了重骑兵。震动感通过大地传导到你的脚底。必须有人留下来做钉子。这是一个注定没有回报的任务。,留下援军断后：保存火种,援军损失,SUB_RES:belief:10,8011,belief>50,留下老兵断后：最后的荣光,痛失精锐,SUB_RES:belief:20,8011,,
8011,1,进入雪线,海拔升高了。呼吸变得困难。植物消失了，岩石变成了冰。匈奴的骑兵在山脚下停住了，他们犹豫了。但你们不能停。进入这片白色的虚无，就意味着进入了另一个世界。在这里，信念是唯一的燃料。,全速登山：不顾一切,消耗体力,SUB_RES:belief:10,9000,,稳步前进：保持队形,消耗粮食,SUB_RES:grain:10,9000,,
9000,0,白色的墙,你们走进了一堵墙。白色的墙。风雪不再是从天上下来的，而是横着飞的。像无数把细小的冰刀刮擦着你的脸。你的睫毛瞬间结冰，把上下眼睑粘在一起。那个声音——那个在疏勒城里尖叫着要活下去的声音，现在变得很小声，被风声淹没了。这里是死神的后花园，安静得只剩下呼啸声。,强行赶路：哪怕是爬,全员冻伤,SUB_RES:belief:10,9001,,寻找避风处：暂避锋芒,延误时间,ADD_RES:belief:0,9001,,
9001,1,热力学的诅咒,你会感觉到热量从你的指尖流走，那是物理法则在收税。你的手指变粗、变硬，最后变成紫黑色的胡萝卜。你试着握拳，但手指没有反应。它们还在你身上，但已经不属于你了。如果你现在拔剑，可能连剑柄都握不住。,不断摩擦：保持血液循环,消耗精力,SUB_RES:belief:5,9002,,无视：感觉不到痛就好了,手指坏死,SUB_RES:belief:5,9002,,
9002,1,反常脱衣,前面的一个士兵突然停下了。他开始脱衣服。这疯狂吗？不，这是失温症的终末期。他的大脑在欺骗他，告诉他很热。他脸上带着诡异的幸福微笑，把唯一的皮袄扔在雪地里，露出了赤裸的胸膛。他看起来像是在迎接春天。但这里只有零下四十度的地狱。,打晕他穿回衣服：暴力救援,尝试挽救,SUB_RES:belief:5,9003,,看着他死：别浪费衣服了,回收皮袄,ADD_RES:armor:10|SUB_RES:belief:20,9003,,
9003,0,看不见的悬崖,雪掩盖了一切。你分不清哪里是路，哪里是万丈深渊的边缘。只能用矛杆去探。每一步都是在赌博。突然，连接着两个士兵的绳索绷紧了。前面的人踩空了。他悬在半空，在风雪中像个钟摆一样晃荡。绳子在磨损，不仅磨损岩石，也磨损你的良心。,割断绳索：保全大部队,牺牲同袍,SUB_RES:belief:30,9004,,拉他上来：耗尽全力,兵力受损,SUB_RES:belief:20,9004,,
9004,1,昂贵的燃料,太冷了。如果不生火，今晚会死一半人。但这里没有树，没有草。只有手里剩下的武器，还有运送伤员的木板车。这是最后的取舍：你要明天杀敌的刀，还是要今晚活命的火？,烧毁矛杆和箭矢：取暖,获得温暖,SUB_RES:armor:20|ADD_RES:belief:5,9005,,硬抗：靠体温取暖,严寒致死,SUB_RES:belief:10,9005,,
9005,0,雪盲的白色地狱,世界消失了。上下左右全是白色。强烈的反光烧灼着你的视网膜。你看不到路，只能看到一片刺眼的虚无。你觉得眼睛里被撒了一把碎玻璃。如果不闭上眼，你会瞎；如果闭上眼，你会迷路。这是一个关于‘看’的悖论。,用布蒙眼：盲人摸象,行动缓慢,SUB_RES:grain:10,9006,,强行睁眼：寻找地标,视力受损,SUB_RES:belief:5,9006,,
9006,1,温柔的诱惑,风声变了。它不再咆哮，而是变成了一种低沉的吟唱。像小时候母亲哄你睡觉的调子。你的眼皮有千斤重。每一块肌肉都在恳求你：‘就睡一会儿。坐下来，就一分钟。’这块石头看起来很软，很暖和。那是死亡在伪装成休息。,狠掐大腿：保持清醒,意志坚定,SUB_RES:belief:5,9007,,小憩片刻：只一分钟,梦中冻死,SUB_RES:belief:20,9007,,
9007,1,冻硬的尸体,路边有凸起物。那是尸体。可能是以前的商队，也可能是前面掉队的兄弟。他们像雕塑一样被冻结在最后一刻的姿态。有的在爬，有的在蜷缩。你甚至想去羡慕他们。他们不用再走了。他们成了路标，指引着后来者：‘别往这边走，这边是死路。’,搜刮尸体：死人不需要物资,获得财物,ADD_RES:grain:20|SUB_RES:belief:5,9008,,致敬并绕行：这是战友,保持敬意,ADD_RES:belief:5,9008,,
9008,0,幻觉中的追兵,你听到了马蹄声。在呼啸的风声中，那个声音很清晰。是匈奴人？他们追上来了？在这连鹰都飞不过去的地方，他们追上来了？你的恐惧脑在尖叫。你命令士兵结阵，对着风雪挥舞兵器。但那里什么都没有。只有风卷着雪花，嘲笑你的神经质。,虚惊一场：解除警戒,士气低落,SUB_RES:belief:10,9009,,坚信有敌：设下陷阱,浪费物资,SUB_RES:grain:5,9009,,
9009,1,最后的马肉,那匹一直跟着你们的马，在翻越垭口时倒下了。它的肺炸了，粉红色的泡沫从鼻孔里涌出来。血还没流出来就冻住了。这是最后的补给。在这冰天雪地里，这是一块巨大的、红色的能量块。不需要煮，直接切下来，含在嘴里，那是带血的冰棍。,生食马肉：补充热量,恢复体力,ADD_RES:grain:30|SUB_RES:belief:2,9010,,放弃：冻得像石头一样,毫无收获,ADD_RES:grain:0,9010,,
9010,1,山口的极光,终于，你们爬到了最高点。风突然停了。夜空中出现了极光。绿色和紫色的光带在头顶舞动，像神明的裙摆。太美了，美得不像人间。哪怕是那些快死的人，也抬起头，呆呆地看着。在这极致的残酷中，大自然施舍了极致的美。这一刻，你觉得自己不是在逃亡，而是在朝圣。,感叹：天地不仁,信念回满,ADD_RES:belief:50,9011,,抓紧下山：别看了快走,加快进度,SUB_RES:grain:5,9011,,
9011,1,下山的滑梯,上山靠腿，下山靠命。南坡陡峭得像墙。没有路。唯一的办法就是滑下去。坐在盾牌上，或者直接用屁股。这像是一场疯狂的滑梯游戏。速度会越来越快，直到你撞上石头，或者冲进伊吾的平原。这不再是行军，这是自由落体。,全军滑降：听天由命,快速脱离,SUB_RES:belief:30,10000,,绳索悬降：稳妥但慢,安全下山,SUB_RES:grain:10,10000,,
10000,1,酒泉的传言,你站在酒泉郡的集市上，手里捏着早已发皱的求援文书。周围是喧闹的商贩和骆驼。当你问起‘疏勒城’时，空气突然安静了。一个卖皮货的老头看着你，像看一个傻子：‘校尉？那个吃人的校尉？他们早死了。那里现在是鬼城。’你的理智告诉你他是对的，但你腰间的汉刀在颤抖——那是你的承诺在作祟。,怒斥老头：他还活着！,盲信如铁,ADD_RES:belief:20,10001,,沉默购买冬衣：我活要见人,购置物资,SUB_RES:grain:50|ADD_RES:armor:20,10001,,
10001,1,两千人的犹豫,朝廷终于拨给你两千人。但这两千人不是来送死的。他们看着天山方向那铅灰色的云层，那是暴雪的前兆。军心浮动。有流言说，去了就是给匈奴人送肉，或者被那个‘疯子耿恭’吃掉。你是这支队伍的头狼，如果头狼露怯，狼群就会散。,发表慷慨陈词：不抛弃,鼓舞士气,ADD_RES:belief:10,10002,,重金赏赐：买命钱,稳定军心,SUB_RES:grain:100,10002,,
10002,0,逆风而行,队伍开拔。风是从北边吹来的，像是一堵无形的墙，试图把你们推回温暖的南方。每走一步都需要对抗物理法则。你的副官骑马靠近你，大声吼道：‘军候！这种天气进山是违背兵法的！’是的，这违背兵法，违背常识，违背生物学。,坚持进军：兵贵神速,强行军,SUB_RES:belief:10,10003,,寻找避风港：暂缓行军,延误战机,SUB_RES:grain:10,10003,,
10003,1,被遗弃的箭矢,在山口附近，你捡到了一支断箭。箭杆已经腐烂，但箭簇上的‘汉’字依稀可辨。这是几个月前留下的。它孤零零地躺在雪地里，像是一个求救信号，又像是一份遗书。你握着那冰冷的金属，仿佛能感受到那个人的体温。他还活着吗？还是这只是尸体留下的痕迹？,仔细勘察：寻找踪迹,发现线索,ADD_RES:belief:5,10004,,收起断箭：这是信物,坚定信念,ADD_RES:belief:10,10004,,
10004,1,向导的拒绝,你雇佣的西域向导在天山脚下停住了。他指着前面白茫茫的一片，死活不肯再走一步。‘上面是长生天的禁地，’他用蹩脚的汉语说，‘这个时候翻山，神会发怒。’他把定金扔在地上，转身要跑。没有向导，这片雪山就是迷宫。,拔刀威逼：带路或者死,强迫带路,ADD_RES:belief:5,10005,,加倍酬金：有钱能使鬼,金钱开路,SUB_RES:grain:50,10005,,
10005,0,雪夜的篝火,夜里，你不敢睡。你怕一闭眼，那唯一的希望之火就灭了。士兵们围着篝火窃窃私语。你在听。他们在说：‘那个耿恭值得我们去死吗？’‘听说他已经疯了。’你需要加入他们的对话，或者独自在黑暗中通过咀嚼干粮来缓解焦虑。,加入士兵：讲述耿恭,建立共情,ADD_RES:belief:10,10006,,独自守夜：保持威严,消耗精力,SUB_RES:belief:5,10006,,
10006,1,理智的叛乱,几个百夫长来找你了。他们没有拿武器，但这比拿武器更可怕。‘军候，雪太大了。再走下去，这两千人都要搭进去。为了救几百个可能已经死透的人，赔上两千个兄弟，这笔账划不来。’这是极致的理性。他们在用数学题攻击你的信念。,拔剑斩桌：只有死人才能退,威慑全军,SUB_RES:belief:10,10007,,动之以情：如果我们被困呢,感召部下,ADD_RES:belief:20,10007,,
10007,0,白毛风,最可怕的事情发生了。白毛风（暴风雪）。天地混沌一片。你看不见马头，听不见人声。你感觉自己被装进了一个巨大的白色滚筒洗衣机里。队伍被吹散了。你必须在混乱中抓住点什么，或者抓住谁。你的直觉（那个一直让你往北走的声音）是你唯一的导航。,系上绳索：连环马,稳步前进,ADD_RES:belief:0,10008,,分散寻找避风处：各自为战,兵力走失,SUB_RES:belief:50,10008,,
10008,1,山巅的狼烟,风停的间隙，你看到了。在极远处的山坳里，有一缕极细的黑烟。那不是云，那是不自然的直烟。是烽火！或者是求救的信号！你的心脏剧烈跳动，撞击着肋骨。那是你这几个月来看到的唯一的颜色——黑色。,全速前进：丢弃辎重,极速救援,SUB_RES:grain:50,10009,,谨慎侦查：防止是诱饵,稳妥行事,ADD_RES:grain:0,10009,,
10009,0,匈奴的封锁线,靠近疏勒城了。但横在你们中间的，是匈奴人的封锁线。他们像一群守在尸体旁的秃鹫。你只有两千人，他们有两万。正面冲锋是找死。你需要像一把手术刀，精准地切开一个口子，把里面的人‘挖’出来。,趁夜突袭：撕开缺口,兵力突击,SUB_RES:belief:30,10010,,声东击西：多路疑兵,消耗物资,SUB_RES:grain:20,10010,,
10010,1,望远镜里的地狱,（突破后）你终于看清了疏勒城。那不是一座城，那是一座巨大的坟墓。城墙残破，尸横遍野。城头上站着的那些……是人吗？他们枯瘦如柴，衣衫褴褛，像是一群裹着破布的骷髅。你感到一阵反胃，紧接着是钻心的痛。那就是你要救的人？那就是大汉的校尉？,鸣金亮旗：我们来了！,救援成功,ADD_RES:belief:50,10011,,沉默流泪：加速靠近,悲悯之心,ADD_RES:belief:50,10011,,
10011,1,范羌的呐喊,你冲到了城下。城上的人还在举弓瞄准你们。他们已经分不清汉军和匈奴了。你扯下头盔，用尽全身力气嘶吼：‘我是范羌！朝廷的援军到了！’你的声音在山谷里回荡，那是生者对死者的呼唤。城上的人愣住了，然后，那把弓掉了下来。,冲入城门：拥抱兄弟,完成会师,ADD_RES:belief:20,11000,,警戒后方：防止追兵,战术清醒,ADD_RES:armor:10,11000,,
11000,1,幻觉的终结,那个声音穿透了风雪，也穿透了你大脑皮层上那层厚厚的绝望。‘范羌？’你试着发音，但喉咙里只能发出野兽般的咯咯声。城门打开了。那个带着体温的男人冲进来抱住了你。热量。真实的、令人烫伤的热量。你没哭，因为你的水分早就干了。但你的心脏猛地跳了一下，像是停摆的钟重新上了发条。,死死抓住他：确认真实,理智回归,ADD_RES:belief:50,11001,,推开他：别碰脏东西,保持孤傲,ADD_RES:belief:10,11001,,
11001,1,热汤的暴力,范羌的人架起了锅。热汤。肉块。那是文明世界的毒药。你的士兵们围着锅，手在抖，不敢伸。因为他们知道，一旦吃了这口热的，那个‘不死怪物’的封印就解除了，他们就会变回怕冷、怕疼、脆弱的人类。,喝下去：变回人类,痛觉恢复,SUB_RES:belief:10,11002,,拒绝：现在还不是时候,保持死寂,ADD_RES:belief:0,11002,,
11002,0,没有叙旧的时间,匈奴人还没反应过来。他们以为是汉军的大规模反攻。但等他们看清只有两千人时，愤怒会像火山一样爆发。范羌拉着你：‘校尉，走！现在就走！’你回头看了一眼疏勒城。那座吃人的坟墓。你的二十六个兄弟还在看着你。走？这听起来像是一种背叛。,立刻撤离：带上活人,全速撤离,ADD_RES:belief:5,11003,,最后祭拜：带上死人的魂,延误时机,SUB_RES:belief:5,11003,,
11003,0,混编的尴尬,队伍出发了。范羌的两千精锐把你们二十六人围在中间。他们看着你们，像是在看某种珍稀动物，或者是某种瘟疫。他们穿着厚实的冬衣，脸颊红润。而你们，裹着煮烂的皮甲，散发着尸臭。这种对比比刀割还疼。你的副官低下了头，试图把烂掉的脚藏进雪里。,昂起头：我们要有尊严,赢得尊重,ADD_RES:belief:20,11004,,无视：只管走路,产生隔阂,SUB_RES:belief:5,11004,,
11004,0,右贤王的怒火,后方传来了号角声。凄厉，长久。那是右贤王发现你们‘越狱’后的咆哮。两万骑兵开始动了。地面在颤抖。范羌的士兵开始慌了，他们没见过这种阵势。这时候，你是这里唯一的‘专家’。你是这片地狱的导游。,接管指挥权：听我号令！,战术优势,ADD_RES:belief:10,11005,BELIEF>50,交给范羌：我太累了,指挥失误,SUB_RES:belief:20,11005,,
11005,0,雪夜激战,追兵的前锋咬上来了。箭矢从黑暗中射来，带着呼啸声。范羌的士兵举盾格挡。而你的那二十六个‘鬼魂’，几乎是下意识地扑了上去。没有战术，没有喊叫，只有撕咬。那是长期求生本能的爆发。范羌的士兵看呆了：这哪里是汉军，这是一群疯狗。,率领幸存者反冲锋：杀！,敌军恐惧,SUB_RES:belief:2,11006,,依托援军防守：稳扎稳打,援军损失,SUB_RES:belief:20,11006,,
11006,1,活体货物,雪越来越大。那二十六个幸存者，体力是透支的。有人走着走着就倒下了。范羌下令：‘把马让出来！背也要背回去！’但这严重拖慢了行军速度。这是一个残酷的物理题：负重越大，速度越慢，死的人越多。,全员上马：放弃辎重,丢弃物资,SUB_RES:grain:50,11007,,轮流徒步：保留物资,行军缓慢,SUB_RES:belief:5,11007,,
11007,1,温暖的幻觉,你也开始发烧了。热汤唤醒了免疫系统，免疫系统开始清算旧账。你觉得雪花是热的，风是暖的。你看到死去的父母在前面招手。范羌的声音变得很远：‘校尉！别睡！’你觉得他很吵。为什么不能睡？睡着了就到家了。,咬破舌尖：利用痛觉,解除幻觉,SUB_RES:belief:5,11008,,闭眼一小会儿：就一会儿,梦中掉队,ADD_RES:belief:5|SUB_RES:belief:10,11008,,
11008,1,那面旗帜,那面破烂的汉旗，一直由你的副官扛着。即使在爬雪山的时候，他也用身体护着它。现在范羌想帮他拿。‘给我吧，兄弟，你歇歇。’副官死死抓着旗杆，指关节发白。他不是在护着一块布，他是在护着自己还没疯掉的证据。,让他扛着：这是他的命,军魂永铸,ADD_RES:belief:30,11009,,交给范羌：我们需要活人,挽救生命,ADD_RES:belief:5|SUB_RES:belief:5,11009,,
11009,0,暴雪掩护,天助大汉。一场特大暴雪降临了。能见度降到了零。这对你们是折磨，对匈奴骑兵却是灾难。马匹在雪地里寸步难行。这是一个千载难逢的脱身机会。只要你们能在那白色的混沌中找到方向。,利用暴雪急行军：赌命,快速脱离,SUB_RES:belief:5,11010,,停下避风：保守策略,遭遇追兵,SUB_RES:belief:15,11010,,
11010,0,最后一次回望,即将翻过垭口。再往前，就是下坡路，就是回家的路。身后的疏勒城已经看不见了，只能看到漫天的风雪。你知道，有些东西你永远留在了那里。你的青春，你的野心，你的一部分灵魂。你不再是以前的那个耿恭了。,向北叩首：拜别死者,灵魂重生,ADD_RES:belief:50,11011,,绝不回头：只有恨,复仇意志,ADD_RES:belief:20,11011,,
11011,1,幸存者名单,翻过山脊。范羌开始清点核心人员。二十六人。加上你，二十七人。这二十七个人，每个人都是一本行走的苦难史。你看着他们，他们看着你。没有欢呼，只有一种劫后余生的虚脱感。‘我们……活下来了？’有人问。声音轻得像雪花。,是的，活下来了：确认事实,劫后余生,ADD_RES:belief:10,12000,,还有最后一段路：别松懈,保持警惕,ADD_RES:belief:5,12000,,
12000,1,沙漠的静默,离开了雪山，进入了戈壁。没有风雪的呼啸，世界静得可怕。这种安静是另一种暴力。它让你不得不面对自己的思绪。你想起了金蒲城的月亮，想起了疏勒城的水井，想起了每一个死在你命令下的人。你的记忆像是在反刍，不断咀嚼着痛苦。,记录亡者名单：怕忘了,铭记历史,ADD_RES:belief:10,12001,,清空思绪：只想回家,遗忘痛苦,SUB_RES:belief:5,12001,,
12001,0,温柔的减员,没有敌人。但人还在死。你的副官——那个扛旗的汉子，今天早晨没醒过来。他走得很安详，脸上甚至带着笑。可能是梦到了洛阳的春天。这不公平。他挺过了匈奴人的两万骑兵，挺过了天山的暴雪，却在离家还有几天的时候，被‘疲惫’杀死了。,埋葬他：带走旗帜,幸存减少,SUB_RES:belief:1,12002,,带上骨灰：一起回家,速度变慢,SUB_RES:belief:1|SUB_RES:grain:5,12002,,
12002,1,镜中怪物,路过一处绿洲，你趴在水边喝水。倒影里出现了一个怪物。头发像枯草，皮肤像树皮，眼窝深陷如同骷髅。那是你吗？那个曾经意气风发的戊己校尉？你看着那个倒影，倒影也看着你，眼神陌生得让你害怕。,接受现实：这就是英雄的代价,坚韧不拔,ADD_RES:belief:20,12003,,打碎倒影：我不认识他,认知障碍,SUB_RES:belief:10,12003,,
